0, 0, Header, 1, 2, 1024
1, 0, Start_track
1, 0, Title_t, 'example'
1, 0, Tempo, 250000
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, 'Instrument Track 01'
2, 0, Program_c, 6, 6
2, 180224, Note_on_c, 0, 65, 100
2, 191488, Note_off_c, 0, 65, 64
2, 194560, Note_on_c, 0, 70, 100
2, 195584, Note_on_c, 0, 65, 100
2, 196608, Note_on_c, 0, 62, 100
2, 197632, Note_on_c, 0, 58, 100
2, 198656, Note_on_c, 0, 46, 100
2, 214016, Note_off_c, 0, 70, 64
2, 215040, Note_on_c, 0, 69, 100
2, 226304, Note_off_c, 0, 69, 64
2, 229376, Note_on_c, 0, 70, 100
2, 230400, Note_off_c, 0, 65, 64
2, 231424, Note_off_c, 0, 62, 64
2, 232448, Note_off_c, 0, 58, 64
2, 233472, Note_off_c, 0, 46, 64
2, 244736, Note_off_c, 0, 70, 64
2, 247808, Note_on_c, 0, 62, 100
2, 248832, Note_on_c, 0, 65, 100
2, 249856, Note_on_c, 0, 58, 100
2, 250880, Note_on_c, 0, 57, 100
2, 251904, Note_on_c, 0, 45, 100
2, 267264, Note_off_c, 0, 62, 64
2, 268288, Note_off_c, 0, 65, 64
2, 279552, Note_on_c, 0, 65, 100
2, 282624, Note_on_c, 0, 70, 100
2, 283648, Note_off_c, 0, 65, 64
2, 284672, Note_off_c, 0, 58, 64
2, 285696, Note_off_c, 0, 57, 64
2, 286720, Note_off_c, 0, 45, 64
2, 297984, Note_off_c, 0, 70, 64
2, 301056, Note_on_c, 0, 70, 100
2, 302080, Note_on_c, 0, 67, 100
2, 303104, Note_on_c, 0, 62, 100
2, 304128, Note_on_c, 0, 55, 100
2, 305152, Note_on_c, 0, 43, 100
2, 320512, Note_off_c, 0, 70, 64
2, 321536, Note_on_c, 0, 69, 100
2, 332800, Note_off_c, 0, 69, 64
2, 335872, Note_on_c, 0, 70, 100
2, 336896, Note_off_c, 0, 67, 64
2, 337920, Note_off_c, 0, 62, 64
2, 338944, Note_off_c, 0, 55, 64
2, 339968, Note_off_c, 0, 43, 64
2, 351232, Note_off_c, 0, 70, 64
2, 354304, Note_on_c, 0, 62, 100
2, 355328, Note_on_c, 0, 70, 100
2, 356352, Note_on_c, 0, 65, 100
2, 357376, Note_on_c, 0, 53, 100
2, 358400, Note_on_c, 0, 41, 100
2, 373760, Note_off_c, 0, 62, 64
2, 374784, Note_off_c, 0, 65, 64
2, 386048, Note_on_c, 0, 65, 100
2, 389120, Note_off_c, 0, 70, 64
2, 390144, Note_off_c, 0, 65, 64
2, 391168, Note_off_c, 0, 53, 64
2, 392192, Note_off_c, 0, 41, 64
2, 403456, Note_on_c, 0, 70, 100
2, 406528, Note_on_c, 0, 72, 100
2, 407552, Note_off_c, 0, 70, 64
2, 408576, Note_on_c, 0, 67, 100
2, 409600, Note_on_c, 0, 51, 100
2, 410624, Note_on_c, 0, 39, 100
2, 425984, Note_off_c, 0, 72, 64
2, 427008, Note_on_c, 0, 70, 100
2, 438272, Note_off_c, 0, 70, 64
2, 441344, Note_on_c, 0, 72, 100
2, 442368, Note_on_c, 0, 70, 100
2, 443392, Note_off_c, 0, 67, 64
2, 444416, Note_off_c, 0, 51, 64
2, 445440, Note_off_c, 0, 39, 64
2, 456704, Note_off_c, 0, 72, 64
2, 459776, Note_on_c, 0, 65, 100
2, 460800, Note_on_c, 0, 69, 100
2, 461824, Note_on_c, 0, 53, 100
2, 462848, Note_on_c, 0, 41, 100
2, 478208, Note_off_c, 0, 65, 64
2, 479232, Note_off_c, 0, 69, 64
2, 490496, Note_on_c, 0, 69, 100
2, 493568, Note_on_c, 0, 72, 100
2, 494592, Note_off_c, 0, 69, 64
2, 495616, Note_on_c, 0, 65, 100
2, 496640, Note_off_c, 0, 53, 64
2, 497664, Note_off_c, 0, 41, 64
2, 508928, Note_off_c, 0, 72, 64
2, 512000, Note_on_c, 0, 74, 100
