0, 0, Header, 1, 2, 500
1, 0, Start_track
1, 0, Title_t, 'example'
1, 0, Tempo, 250000
1, 0, Time_signature, 4, 2, 24, 8
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, 'Instrument Track 01'
2, 0, Program_c, 6, 6
2, 0, Note_on_c, 0, 65, 100
2, 5500, Note_off_c, 0, 65, 64
2, 7000, Note_on_c, 0, 70, 100
2, 7500, Note_on_c, 0, 65, 100
2, 8000, Note_on_c, 0, 62, 100
2, 8500, Note_on_c, 0, 58, 100
2, 9000, Note_on_c, 0, 46, 100
2, 16500, Note_off_c, 0, 70, 64
2, 17000, Note_on_c, 0, 69, 100
2, 22500, Note_off_c, 0, 69, 64
2, 24000, Note_on_c, 0, 70, 100
2, 24500, Note_off_c, 0, 65, 64
2, 25000, Note_off_c, 0, 62, 64
2, 25500, Note_off_c, 0, 58, 64
2, 26000, Note_off_c, 0, 46, 64
2, 31500, Note_off_c, 0, 70, 64
2, 33000, Note_on_c, 0, 62, 100
2, 33500, Note_on_c, 0, 65, 100
2, 34000, Note_on_c, 0, 58, 100
2, 34500, Note_on_c, 0, 57, 100
2, 35000, Note_on_c, 0, 45, 100
2, 42500, Note_off_c, 0, 62, 64
2, 43000, Note_off_c, 0, 65, 64
2, 48500, Note_on_c, 0, 65, 100
2, 50000, Note_on_c, 0, 70, 100
2, 50500, Note_off_c, 0, 65, 64
2, 51000, Note_off_c, 0, 58, 64
2, 51500, Note_off_c, 0, 57, 64
2, 52000, Note_off_c, 0, 45, 64
2, 57500, Note_off_c, 0, 70, 64
2, 59000, Note_on_c, 0, 70, 100
2, 59500, Note_on_c, 0, 67, 100
2, 60000, Note_on_c, 0, 62, 100
2, 60500, Note_on_c, 0, 55, 100
2, 61000, Note_on_c, 0, 43, 100
2, 68500, Note_off_c, 0, 70, 64
2, 69000, Note_on_c, 0, 69, 100
2, 74500, Note_off_c, 0, 69, 64
2, 76000, Note_on_c, 0, 70, 100
2, 76500, Note_off_c, 0, 67, 64
2, 77000, Note_off_c, 0, 62, 64
2, 77500, Note_off_c, 0, 55, 64
2, 78000, Note_off_c, 0, 43, 64
2, 83500, Note_off_c, 0, 70, 64
2, 85000, Note_on_c, 0, 62, 100
2, 85500, Note_on_c, 0, 70, 100
2, 86000, Note_on_c, 0, 65, 100
2, 86500, Note_on_c, 0, 53, 100
2, 87000, Note_on_c, 0, 41, 100
2, 94500, Note_off_c, 0, 62, 64
2, 95000, Note_off_c, 0, 65, 64
2, 100500, Note_on_c, 0, 65, 100
2, 102000, Note_off_c, 0, 70, 64
2, 102500, Note_off_c, 0, 65, 64
2, 103000, Note_off_c, 0, 53, 64
2, 103500, Note_off_c, 0, 41, 64
2, 109000, Note_on_c, 0, 70, 100
2, 110500, Note_on_c, 0, 72, 100
2, 111000, Note_off_c, 0, 70, 64
2, 111500, Note_on_c, 0, 67, 100
2, 112000, Note_on_c, 0, 51, 100
2, 112500, Note_on_c, 0, 39, 100
2, 120000, Note_off_c, 0, 72, 64
2, 120500, Note_on_c, 0, 70, 100
2, 126000, Note_off_c, 0, 70, 64
2, 127500, Note_on_c, 0, 72, 100
2, 128000, Note_on_c, 0, 70, 100
2, 128500, Note_off_c, 0, 67, 64
2, 129000, Note_off_c, 0, 51, 64
2, 129500, Note_off_c, 0, 39, 64
2, 135000, Note_off_c, 0, 72, 64
2, 136500, Note_on_c, 0, 65, 100
2, 137000, Note_on_c, 0, 69, 100
2, 137500, Note_on_c, 0, 53, 100
2, 138000, Note_on_c, 0, 41, 100
2, 145500, Note_off_c, 0, 65, 64
2, 146000, Note_off_c, 0, 69, 64
2, 151500, Note_on_c, 0, 69, 100
2, 153000, Note_on_c, 0, 72, 100
2, 153500, Note_off_c, 0, 69, 64
2, 154000, Note_on_c, 0, 65, 100
2, 154500, Note_off_c, 0, 53, 64
2, 155000, Note_off_c, 0, 41, 64
2, 160500, Note_off_c, 0, 72, 64
2, 162000, Note_on_c, 0, 74, 100
2, 162500, Note_off_c, 0, 70, 64
2, 163000, Note_off_c, 0, 65, 64
2, 163500, Note_on_c, 0, 46, 100
2, 164000, Note_on_c, 0, 34, 100
2, 171500, Note_off_c, 0, 74, 64
2, 172000, Note_on_c, 0, 72, 100
2, 172500, Note_on_c, 0, 70, 100
2, 173000, Note_on_c, 0, 69, 100
2, 173500, Note_on_c, 0, 65, 100
2, 174000, Note_on_c, 0, 63, 100
2, 179500, Note_off_c, 0, 72, 64
2, 180000, Note_off_c, 0, 69, 64
2, 180500, Note_off_c, 0, 63, 64
2, 182000, Note_on_c, 0, 74, 100
2, 182500, Note_off_c, 0, 70, 64
2, 183000, Note_off_c, 0, 65, 64
2, 183500, Note_off_c, 0, 46, 64
2, 184000, Note_on_c, 0, 53, 100
